"DATE","TIME PERIOD","Chinese yuan renminbi/Euro (EXR.D.CNY.EUR.SP00.A)","UK pound sterling/Euro (EXR.D.GBP.EUR.SP00.A)"
"2002-03-28","28 Mar 2002","7.2209","0.61300"
"2002-03-29","29 Mar 2002"
"2002-04-01","01 Apr 2002"
"2002-04-02","02 Apr 2002","7.2722","0.61090"
"2002-04-03","03 Apr 2002","7.2862","0.61210"
"2002-04-04","04 Apr 2002","7.2987","0.61390"
"2002-04-05","05 Apr 2002","7.2722","0.61250"
"2002-04-08","08 Apr 2002","7.2656","0.61180"
"2002-04-09","09 Apr 2002","7.2531","0.61230"
"2002-04-10","10 Apr 2002","7.2821","0.61230"
"2002-04-11","11 Apr 2002","7.2788","0.61270"
"2002-04-12","12 Apr 2002","7.2862","0.61250"
"2002-04-15","15 Apr 2002","7.2854","0.61240"
"2002-04-16","16 Apr 2002","7.2862","0.61260"
"2002-04-17","17 Apr 2002","7.3500","0.61480"
"2002-04-18","18 Apr 2002","7.3624","0.61540"
"2002-04-19","19 Apr 2002","7.3549","0.61440"
"2002-04-22","22 Apr 2002","7.3516","0.61380"
"2002-04-23","23 Apr 2002","7.3434","0.61320"
"2002-04-24","24 Apr 2002","7.3599","0.61500"
"2002-04-25","25 Apr 2002","7.4236","0.61780"
"2002-04-26","26 Apr 2002","7.4253","0.61770"
"2002-04-29","29 Apr 2002","7.4808","0.61860"
"2002-04-30","30 Apr 2002","7.4559","0.61880"
"2002-05-01","01 May 2002"
"2002-05-02","02 May 2002","7.4758","0.61790"
"2002-05-03","03 May 2002","7.5180","0.61920"
"2002-05-06","06 May 2002","7.5685","0.62300"
"2002-05-07","07 May 2002","7.5528","0.62300"
"2002-05-08","08 May 2002","7.5221","0.62270"
"2002-05-09","09 May 2002","7.4998","0.62210"
"2002-05-10","10 May 2002","7.5470","0.62390"
"2002-05-13","13 May 2002","7.5470","0.62440"
"2002-05-14","14 May 2002","7.5006","0.62400"
"2002-05-15","15 May 2002","7.4741","0.62280"
"2002-05-16","16 May 2002","7.5519","0.62530"
"2002-05-17","17 May 2002","7.5751","0.62790"
"2002-05-20","20 May 2002","7.6165","0.63020"
"2002-05-21","21 May 2002","7.6256","0.63210"
"2002-05-22","22 May 2002","7.6645","0.63400"
"2002-05-23","23 May 2002","7.6256","0.63230"
"2002-05-24","24 May 2002","7.6049","0.63270"
"2002-05-27","27 May 2002","7.6066","0.63180"
"2002-05-28","28 May 2002","7.6604","0.63440"
"2002-05-29","29 May 2002","7.7142","0.63730"
"2002-05-30","30 May 2002","7.7597","0.63950"
"2002-05-31","31 May 2002","7.7696","0.64050"
"2002-06-03","03 Jun 2002","7.7084","0.64020"
"2002-06-04","04 Jun 2002","7.8093","0.64500"
"2002-06-05","05 Jun 2002","7.7564","0.64300"
"2002-06-06","06 Jun 2002","7.7688","0.64380"
"2002-06-07","07 Jun 2002","7.8234","0.64650"
"2002-06-10","10 Jun 2002","7.8292","0.64730"
"2002-06-11","11 Jun 2002","7.7945","0.64300"
"2002-06-12","12 Jun 2002","7.8234","0.64310"
"2002-06-13","13 Jun 2002","7.7945","0.64040"
"2002-06-14","14 Jun 2002","7.8449","0.64200"
"2002-06-17","17 Jun 2002","7.8019","0.63860"
"2002-06-18","18 Jun 2002","7.8499","0.63930"
"2002-06-19","19 Jun 2002","7.9136","0.64080"
"2002-06-20","20 Jun 2002","7.9393","0.64220"
"2002-06-21","21 Jun 2002","7.9757","0.64440"
"2002-06-24","24 Jun 2002","8.0957","0.65010"
"2002-06-25","25 Jun 2002","8.0386","0.64640"
"2002-06-26","26 Jun 2002","8.2083","0.64910"
"2002-06-27","27 Jun 2002","8.1313","0.64600"
"2002-06-28","28 Jun 2002","8.2563","0.64980"
"2002-07-01","01 Jul 2002","8.2050","0.64690"
"2002-07-02","02 Jul 2002","8.1429","0.64320"
"2002-07-03","03 Jul 2002","8.0949","0.64210"
"2002-07-04","04 Jul 2002","8.1032","0.64140"
"2002-07-05","05 Jul 2002","8.0494","0.64120"
"2002-07-08","08 Jul 2002","8.1346","0.64220"
"2002-07-09","09 Jul 2002","8.2191","0.64250"
"2002-07-10","10 Jul 2002","8.1926","0.63960"
"2002-07-11","11 Jul 2002","8.1413","0.63790"
"2002-07-12","12 Jul 2002","8.1719","0.63820"
"2002-07-15","15 Jul 2002","8.2969","0.64130"
"2002-07-16","16 Jul 2002","8.3821","0.64380"
"2002-07-17","17 Jul 2002","8.3300","0.64320"
"2002-07-18","18 Jul 2002","8.3250","0.64280"
"2002-07-19","19 Jul 2002","8.3978","0.64300"
"2002-07-22","22 Jul 2002","8.3482","0.64110"
"2002-07-23","23 Jul 2002","8.2025","0.63290"
"2002-07-24","24 Jul 2002","8.2066","0.63310"
"2002-07-25","25 Jul 2002","8.2886","0.63600"
"2002-07-26","26 Jul 2002","8.2836","0.63370"
"2002-07-29","29 Jul 2002","8.1288","0.62850"
"2002-07-30","30 Jul 2002","8.1404","0.62940"
"2002-07-31","31 Jul 2002","8.0974","0.62610"
"2002-08-01","01 Aug 2002","8.0784","0.62740"
"2002-08-02","02 Aug 2002","8.1719","0.62950"
"2002-08-05","05 Aug 2002","8.1413","0.62970"
"2002-08-06","06 Aug 2002","8.0196","0.62790"
"2002-08-07","07 Aug 2002","8.0270","0.63110"
"2002-08-08","08 Aug 2002","8.0179","0.63350"
"2002-08-09","09 Aug 2002","8.0527","0.63550"
"2002-08-12","12 Aug 2002","8.0949","0.63860"
"2002-08-13","13 Aug 2002","8.1106","0.63910"
"2002-08-14","14 Aug 2002","8.1586","0.63940"
"2002-08-15","15 Aug 2002","8.0924","0.63810"
"2002-08-16","16 Aug 2002","8.1322","0.64030"
"2002-08-19","19 Aug 2002","8.1106","0.63800"
"2002-08-20","20 Aug 2002","8.1048","0.64160"
"2002-08-21","21 Aug 2002","8.0800","0.64060"
"2002-08-22","22 Aug 2002","8.0866","0.63950"
"2002-08-23","23 Aug 2002","8.0262","0.63840"
"2002-08-26","26 Aug 2002","8.0295","0.63820"
"2002-08-27","27 Aug 2002","8.0899","0.64000"
"2002-08-28","28 Aug 2002","8.1330","0.63940"
"2002-08-29","29 Aug 2002","8.1471","0.63830"
"2002-08-30","30 Aug 2002","8.1388","0.63520"
"2002-09-02","02 Sep 2002","8.1288","0.63430"
"2002-09-03","03 Sep 2002","8.2025","0.63630"
"2002-09-04","04 Sep 2002","8.2331","0.63540"
"2002-09-05","05 Sep 2002","8.2563","0.63540"
"2002-09-06","06 Sep 2002","8.2091","0.63255"
"2002-09-09","09 Sep 2002","8.1065","0.62870"
"2002-09-10","10 Sep 2002","8.0784","0.62810"
"2002-09-11","11 Sep 2002","8.0692","0.62640"
"2002-09-12","12 Sep 2002","8.0759","0.62740"
"2002-09-13","13 Sep 2002","8.1197","0.62860"
"2002-09-16","16 Sep 2002","8.0146","0.62800"
"2002-09-17","17 Sep 2002","7.9865","0.62970"
"2002-09-18","18 Sep 2002","8.0494","0.63160"
"2002-09-19","19 Sep 2002","8.1230","0.63140"
"2002-09-20","20 Sep 2002","8.1032","0.63330"
"2002-09-23","23 Sep 2002","8.1371","0.63190"
"2002-09-24","24 Sep 2002","8.1346","0.63110"
"2002-09-25","25 Sep 2002","8.0875","0.62710"
"2002-09-26","26 Sep 2002","8.1081","0.62740"
"2002-09-27","27 Sep 2002","8.0941","0.62820"
"2002-09-30","30 Sep 2002","8.1611","0.62950"
"2002-10-01","01 Oct 2002","8.1619","0.62770"
"2002-10-02","02 Oct 2002","8.1404","0.62790"
"2002-10-03","03 Oct 2002","8.1860","0.62960"
"2002-10-04","04 Oct 2002","8.1653","0.62900"
"2002-10-07","07 Oct 2002","8.1181","0.62650"
"2002-10-08","08 Oct 2002","8.1115","0.62660"
"2002-10-09","09 Oct 2002","8.1230","0.63180"
"2002-10-10","10 Oct 2002","8.1735","0.63170"
"2002-10-11","11 Oct 2002","8.1586","0.63210"
"2002-10-14","14 Oct 2002","8.1719","0.63220"
"2002-10-15","15 Oct 2002","8.1197","0.63100"
"2002-10-16","16 Oct 2002","8.1305","0.63180"
"2002-10-17","17 Oct 2002","8.0808","0.62665"
"2002-10-18","18 Oct 2002","8.0577","0.62830"
"2002-10-21","21 Oct 2002","8.0684","0.63000"
"2002-10-22","22 Oct 2002","8.0850","0.63150"
"2002-10-23","23 Oct 2002","8.0908","0.63130"
"2002-10-24","24 Oct 2002","8.0601","0.62950"
"2002-10-25","25 Oct 2002","8.0808","0.62860"
"2002-10-28","28 Oct 2002","8.0659","0.62990"
"2002-10-29","29 Oct 2002","8.1280","0.63070"
"2002-10-30","30 Oct 2002","8.1322","0.63170"
"2002-10-31","31 Oct 2002","8.1644","0.63260"
"2002-11-01","01 Nov 2002","8.2555","0.63680"
"2002-11-04","04 Nov 2002","8.2306","0.63900"
"2002-11-05","05 Nov 2002","8.2969","0.64130"
"2002-11-06","06 Nov 2002","8.2398","0.63940"
"2002-11-07","07 Nov 2002","8.2878","0.63840"
"2002-11-08","08 Nov 2002","8.3656","0.63750"
"2002-11-11","11 Nov 2002","8.3813","0.63700"
"2002-11-12","12 Nov 2002","8.3440","0.63580"
"2002-11-13","13 Nov 2002","8.3333","0.63430"
"2002-11-14","14 Nov 2002","8.3556","0.63550"
"2002-11-15","15 Nov 2002","8.3010","0.63620"
"2002-11-18","18 Nov 2002","8.3308","0.63740"
"2002-11-19","19 Nov 2002","8.3805","0.63730"
"2002-11-20","20 Nov 2002","8.2927","0.63640"
"2002-11-21","21 Nov 2002","8.3051","0.63560"
"2002-11-22","22 Nov 2002","8.2969","0.63350"
"2002-11-25","25 Nov 2002","8.1984","0.63260"
"2002-11-26","26 Nov 2002","8.2025","0.63450"
"2002-11-27","27 Nov 2002","8.2166","0.64130"
